observations,players,clubs,signing_events,first_sign_month_min,first_sign_month_max,pre_signing_observations,post_signing_observations,mean_months_from_sign,mean_rating,sd_rating,mean_weighted_rating,sd_weighted_rating
127030,3534,1184,4927,2022-08-01,2026-03-01,52268,74762,2.8124656369003684,6.36397172886771,1.3623469287468328,6.777107355645035,0.8224416431948423
