source_folder,files,observations,players,matches,source_leagues,first_match_date,last_match_date,positive_rating_observations,zero_rating_observations,mean_rating,sd_rating,mean_minutes,panel_matched_observations,panel_matched_positive_ratings
data/historical/checkpoints/ratings,180,1584464,33568,40677,36,2022-07-01,2026-06-30,1078727,24904,6.839833711402437,0.7790760794756824,69.3162615088476,708426,519600
