player_id,fotmob_player_id,fotmob_player_name,Club,nationality,position,expiry_rows,post_contract_rows,expiry_mean_rating,post_contract_mean_rating,expiry_weighted_rating,post_contract_weighted_rating,expiry_minutes,post_contract_minutes,mercenary_index_mean,mercenary_index_weighted,reliability_flag
332686,561594,Lennard Hens,FCV Dender EH,Belgium,Midfield,3,6,3.9933333333333336,5.106944444444445,4.579472990777337,6.573650498402252,349,590,-1.1136111111111116,-1.994177507624915,TRUE
276337,704703,Abdulkadir Parmak,Hatayspor,Turkey,Midfield,1,7,4.8,6.551190476190477,4.8,6.801567461994567,90,1840,-1.7511904761904775,-2.0015674619945676,FALSE
776798,1189856,Abdallah Sima,Stade Brestois 29,Senegal,Attack,3,7,4.422222222222223,3.537142857142857,4.46965256965257,6.477805426264075,350,668,0.8850793650793665,-2.0081528566115043,TRUE
260166,433677,Ui-Jo Hwang,Alanyaspor,"Korea, South",Attack,3,7,4.413333333333333,5.591904761904763,4.510671152518976,6.538736583894873,431,1754,-1.1785714285714297,-2.0280654313758966,TRUE
624967,968939,Kion Etete,Bolton Wanderers,England,Attack,2,7,1.22,4.602857142857143,2.614285714285715,4.6662523412357295,50,669,-3.3828571428571435,-2.0519666269500143,FALSE
488784,824624,Magnus Kofod Andersen,AC Sparta Prague,Denmark,Midfield,3,2,0,2.07857142857143,0,2.074475524475525,84,448,-2.07857142857143,-2.074475524475525,FALSE
287792,792674,Oleksandr Tymchyk,Dynamo Kyiv,Ukraine,Defense,2,6,0,0.8377777777777783,0,2.08203524965628,360,815,-0.8377777777777783,-2.08203524965628,TRUE
73457,164519,Aleksandar Pesic,Ferencvárosi TC,Serbia,Attack,3,6,0,1.41,0,2.123178554890555,484,569,-1.41,-2.123178554890555,TRUE
293169,688668,Josip Brekalo,Kasimpasa,Croatia,Attack,3,6,3.3611111111111103,5.848611111111111,4.57231065128001,6.760692591323723,376,1031,-2.487500000000001,-2.188381940043713,TRUE
94529,161328,Stephan El Shaarawy,AS Roma,Italy,Attack,4,7,3,5.007857142857143,4.449285714285715,6.658162983264519,349,929,-2.0078571428571426,-2.208877268978804,TRUE
792331,1315475,Roony Bardghji,FC Copenhagen,Sweden,Attack,2,5,3.289285714285715,2.587023809523808,4.30660473785474,6.608574529486972,353,547,0.7022619047619072,-2.3019697916322324,TRUE
654986,1328918,Bram Lagae,Belgium U21,Belgium,Defense,3,4,2.9333333333333336,4.687916666666668,4.28768115942029,6.708333333333332,82,900,-1.7545833333333345,-2.4206521739130418,FALSE
309944,561844,Tyronne Ebuehi,FC Empoli,Nigeria,Defense,2,1,2.49,2.9,3.048,5.4864406779661,132,118,-0.4099999999999997,-2.4384406779661,FALSE
425713,780818,Akin Famewo,Sheffield Wednesday,England,Defense,2,7,3.3625,3.0176190476190485,3.42655172413793,5.951928586514407,297,791,0.3448809523809513,-2.5253768623764774,TRUE
543529,1120749,Aguibou Camara,Ludogorets Razgrad,Guinea,Midfield,3,2,0,0.74,0,2.538372093023255,618,106,-0.74,-2.538372093023255,FALSE
297693,637741,Pelle Clement,Sparta Rotterdam,Netherlands,Midfield,5,9,3.776666666666666,5.062037037037037,4.189029116045244,6.748490941555457,700,1794,-1.2853703703703707,-2.559461825510213,TRUE
485395,919848,Gustaf Lagerbielke,Sweden,Sweden,Defense,1,7,4.77142857142857,6.397857142857143,4.3010162601626,6.92528461734344,492,3082,-1.6264285714285736,-2.6242683571808403,FALSE
627228,1109171,Yan Couto,Borussia Dortmund,Brazil,Defense,3,7,3.46,3.7184013605442185,4.31412803532009,6.998615693773375,216,1222,-0.2584013605442186,-2.6844876584532846,TRUE
650966,1251988,Samuele Vignato,AC Monza,Italy,Midfield,3,6,2.5,5.304166666666666,4,6.71037555376388,44,1294,-2.8041666666666663,-2.71037555376388,FALSE
243770,395651,Stefan Gartenmann,Switzerland,Denmark,Defense,3,5,1.0833333333333335,2.588,0.7222222222222234,3.435154179829318,855,1148,-1.5046666666666666,-2.7129319576070943,TRUE
148455,292462,Mohamed Salah,Liverpool FC,Egypt,Attack,2,10,3.62,6.099285714285714,3.619256756756755,6.443867830733958,534,4171,-2.479285714285714,-2.824611073977203,TRUE
134999,188557,Jens Toornstra,FC Utrecht,Netherlands,Midfield,3,6,1.9222222222222234,3.6458333333333335,3.874214214214217,6.733485318526037,88,718,-1.72361111111111,-2.8592711043118197,FALSE
55508,128827,Lewis Holtby,Holstein Kiel,Germany,Midfield,3,6,3.3888888888888897,6.334722222222222,3.952380952380953,6.856639211393432,119,1265,-2.9458333333333324,-2.904258259012479,FALSE
943560,1437781,Franco Umeh-Chibueze,Crystal Palace U21,Ireland,Attack,2,2,0,1.575,0,3.15,480,44,-1.575,-3.15,FALSE
512994,967390,Jack MacKenzie,Aberdeen FC,Scotland,Defense,1,3,1.18,4.407777777777777,3.04516129032258,6.538621044748173,62,529,-3.227777777777777,-3.493459754425593,FALSE
450417,771686,Dylan Bronn,US Salernitana 1919,Tunisia,Defense,1,4,3.1,4.546666666666668,1.30526315789474,4.936805555555555,114,1755,-1.4466666666666677,-3.631542397660815,FALSE
251912,410836,Semi Ajayi,Nigeria,Nigeria,Defense,1,5,2.3,4.7137142857142855,2.1453781512605,5.8860242475946425,119,1893,-2.4137142857142857,-3.7406460963341424,FALSE
475407,813225,Daniel Figueira,Leixões SC,Portugal,Goalkeeper,3,2,0,3.28333333333333,0,4.0125,628,300,-3.28333333333333,-4.0125,TRUE
142219,249063,Jaroslav Zeleny,Czech Republic,Czech Republic,Defense,5,2,2.69,6.725,2.69,6.725,1199,720,-4.035,-4.035,TRUE
524964,864304,Orest Lebedenko,FC Vizela,Ukraine,Defense,3,6,0,2.1477777777777782,0,4.4619005847953215,511,550,-2.1477777777777782,-4.4619005847953215,TRUE
313944,537194,Aslak Fonn Witry,Ludogorets Razgrad,Norway,Defense,3,2,0,3.823333333333335,0,4.478005115089514,595,841,-3.823333333333335,-4.478005115089514,TRUE
117432,614923,Kevin Behrens,VfL Wolfsburg,Germany,Attack,3,7,1,6.9902380952380945,2,6.991229512299057,28,1832,-5.9902380952380945,-4.991229512299057,FALSE
544149,1085401,David Zima,Czech Republic,Czech Republic,Defense,3,9,1.58888888888889,5.922962962962962,1.5226720647773266,6.549862895188164,549,2445,-4.334074074074072,-5.027190830410837,TRUE
808452,1331712,Jack Milne,Aberdeen FC,Scotland,Defense,3,8,0.8466666666666667,5.5590625,0.8138157894736833,5.920691872501687,167,3392,-4.712395833333333,-5.106876083028004,FALSE
500053,1037539,Pavel Sulc,Czech Republic,Czech Republic,Midfield,3,8,1.7444444444444431,6.6918750000000005,1.6903546099290767,7.358289136216935,941,2522,-4.947430555555558,-5.667934526287858,TRUE
1014243,1402324,Vivaldo Semedo,FC Vizela,Portugal,Attack,3,6,0.4666666666666667,3.8003968253968266,0.48554913294797664,6.278910563498717,715,767,-3.3337301587301598,-5.79336143055074,TRUE
726014,1384117,Maksym Dyachuk,Dynamo Kyiv,Ukraine,Defense,1,8,0,4.950416666666667,0,5.866146788990828,109,1643,-4.950416666666667,-5.866146788990828,FALSE
1350967,1693336,Abdulmalik Al Harbi,Al-Taawoun FC,Saudi Arabia,Midfield,1,1,0,2.95,0,5.9,4,12,-2.95,-5.9,FALSE
486813,926743,Stanislav Shopov,Bulgaria,Bulgaria,Midfield,3,3,0,4.84,0,5.980941122902877,924,595,-4.84,-5.980941122902877,TRUE
395421,678161,Peter Vindahl Jensen,AC Sparta Prague,Denmark,Goalkeeper,3,8,0,6.155624999999999,0,6.19226490825688,810,2989,-6.155624999999999,-6.19226490825688,TRUE
