model_name,sample_name,outcome_name,spec_name,term,estimate,std_error,t_value,p_value,nobs
expiry_selection,source_league_full,played_any,spell_month,expiry_bin_6m::48+,0.09018726250804993,0.017787993083384735,5.070120169559281,4.0627600835861155e-7,231753
bosman_selection,source_league_full,minutes_any,spell_month,BosmanTRUE,-0.3054717754617693,1.6758381069296395,-0.18228000318087684,0.8553675028600801,231753
expiry_selection,source_league_full,minutes_any,spell_month,expiry_bin_6m::0:6,-19.68740923965173,6.467390289248149,-3.0441040913181756,0.00234115171608017,231753
expiry_selection,source_league_full,minutes_any,spell_month,expiry_bin_6m::6:12,-6.1532479581733455,5.429522746210236,-1.1332944433225303,0.2571238022455199,231753
expiry_selection,source_league_full,minutes_any,spell_month,expiry_bin_6m::12:18,-9.378578182793815,3.5831608921526645,-2.6174035900351162,0.008876443156193944,231753
expiry_selection,source_league_full,minutes_any,spell_month,expiry_bin_6m::18:24,6.482540733068927,2.7151457692843532,2.3875479565053213,0.016983730860537918,231753
expiry_selection,source_league_full,minutes_any,spell_month,expiry_bin_6m::30:36,13.914162630715548,2.0623311787485124,6.746812914480157,1.6140153414673644e-11,231753
expiry_selection,source_league_full,minutes_any,spell_month,expiry_bin_6m::36:48,12.071356241054934,3.9986512059721693,3.0188570143416884,0.00254511484854405,231753
expiry_selection,source_league_full,minutes_any,spell_month,expiry_bin_6m::48+,12.421139817819526,6.767783491125959,1.8353335082462894,0.06649253423901619,231753
bosman_selection,source_league_full,played_tm,spell_month,BosmanTRUE,0.009147822444717294,0.005170056022885942,1.769385554861154,0.07686676565998124,231753
expiry_selection,source_league_full,played_tm,spell_month,expiry_bin_6m::0:6,0.25252703237062235,0.02005192533464193,12.593655130679837,4.930817346135717e-36,231753
expiry_selection,source_league_full,played_tm,spell_month,expiry_bin_6m::6:12,0.29664286356109254,0.017422627072094063,17.026299325216424,6.54058611019248e-64,231753
expiry_selection,source_league_full,played_tm,spell_month,expiry_bin_6m::12:18,0.11202788556778154,0.011101742352622106,10.091018329327541,8.337764802501236e-24,231753
expiry_selection,source_league_full,played_tm,spell_month,expiry_bin_6m::18:24,0.1691799383357767,0.008986252347265146,18.82652876838747,1.9450387953272498e-77,231753
expiry_selection,source_league_full,played_tm,spell_month,expiry_bin_6m::30:36,0.06029184743443617,0.005695064048689462,10.586684700817443,5.0578239663997626e-26,231753
expiry_selection,source_league_full,played_tm,spell_month,expiry_bin_6m::36:48,-0.05122761641961784,0.012230368559375503,-4.188558682505769,2.8367576191521163e-5,231753
expiry_selection,source_league_full,played_tm,spell_month,expiry_bin_6m::48+,-0.12789307955881996,0.021031626611164228,-6.080988500001727,1.2479770043217864e-9,231753
bosman_selection,source_league_full,Minutes_tm,spell_month,BosmanTRUE,2.2605843675991224,1.7432307957541224,1.2967785866937904,0.19474391796333787,231753
expiry_selection,source_league_full,Minutes_tm,spell_month,expiry_bin_6m::0:6,57.44329448205101,7.015027564606349,8.188605668761111,3.0415509970365976e-16,231753
expiry_selection,source_league_full,Minutes_tm,spell_month,expiry_bin_6m::6:12,68.00340168038612,5.990292844430491,11.352266649803719,1.2028855235438466e-29,231753
