sample_name,years_remaining,n,pct
playerbios,0,8876,38.146811070998794
playerbios,1,6874,29.54271961492178
playerbios,2,4455,19.14646725116039
playerbios,3,2133,9.167096441464672
playerbios,4,826,3.5499398315282793
playerbios,5,84,0.36101083032490977
playerbios,6,20,0.08595495960116899
