model_name,sample_name,outcome_name,split_var,split_level,term,estimate,std_error,t_value,p_value,nobs
expiry_bin_6m_fe,source_league_strict,z_mean_rating_league_season,squad_role,starter,expiry_bin_6m::48+,-0.09804097470604828,0.01930134773708819,-5.079488543572491,3.876514293773209e-7,112950
observed_renewal_status_fe,source_league_strict,z_mean_rating_league_season,squad_role,starter,signed_new_contractTRUE,-0.07852142247527141,0.013984263846100853,-5.614984338068325,2.0366060746335322e-8,112950
observed_renewal_status_fe,source_league_strict,z_mean_rating_league_season,squad_role,starter,post_observed_renewalTRUE,-0.05703374852573886,0.012785123544239498,-4.460946218344222,8.279790387721762e-6,112950
bosman_fe,source_league_strict,z_weighted_rating_league_season,squad_role,starter,BosmanTRUE,0.022908943629840216,0.01124490329252244,2.037273512620962,0.04165794713981655,112950
expiry_bin_6m_fe,source_league_strict,z_weighted_rating_league_season,squad_role,starter,expiry_bin_6m::0:6,0.03260348744218554,0.015159419968712772,2.15070810819116,0.031531350371432953,112950
expiry_bin_6m_fe,source_league_strict,z_weighted_rating_league_season,squad_role,starter,expiry_bin_6m::6:12,0.020113622808174424,0.015609575015880981,1.2885439089604351,0.1975967508658881,112950
expiry_bin_6m_fe,source_league_strict,z_weighted_rating_league_season,squad_role,starter,expiry_bin_6m::12:18,0.016129215428944306,0.012685612641335744,1.2714573497528745,0.20360572630127557,112950
expiry_bin_6m_fe,source_league_strict,z_weighted_rating_league_season,squad_role,starter,expiry_bin_6m::18:24,0.014448372846898769,0.013990282993352312,1.0327434301196141,0.3017575429007746,112950
expiry_bin_6m_fe,source_league_strict,z_weighted_rating_league_season,squad_role,starter,expiry_bin_6m::30:36,-0.0034923878944215616,0.012807560317187884,-0.2726817448390026,0.7851054341621467,112950
expiry_bin_6m_fe,source_league_strict,z_weighted_rating_league_season,squad_role,starter,expiry_bin_6m::36:48,-0.035197007175663104,0.013485052450804533,-2.6100756599996178,0.009070354258782694,112950
expiry_bin_6m_fe,source_league_strict,z_weighted_rating_league_season,squad_role,starter,expiry_bin_6m::48+,-0.08451740744096337,0.01887453953084634,-4.477852681006496,7.652204285457576e-6,112950
observed_renewal_status_fe,source_league_strict,z_weighted_rating_league_season,squad_role,starter,signed_new_contractTRUE,-0.07651790659954667,0.013899137908050975,-5.505226806565048,3.809789089872654e-8,112950
observed_renewal_status_fe,source_league_strict,z_weighted_rating_league_season,squad_role,starter,post_observed_renewalTRUE,-0.051798614433279176,0.01252512996677463,-4.135575005663429,3.5796043530665096e-5,112950
bosman_fe,source_league_strict,z_mean_rating_league_season,squad_role,rotation_bench,BosmanTRUE,0.03945655606594698,0.020723586047474596,1.903944422338778,0.05696192864674662,32631
expiry_bin_6m_fe,source_league_strict,z_mean_rating_league_season,squad_role,rotation_bench,expiry_bin_6m::0:6,0.033266974513651994,0.026659533356551725,1.2478453418043964,0.21213304867625823,32631
expiry_bin_6m_fe,source_league_strict,z_mean_rating_league_season,squad_role,rotation_bench,expiry_bin_6m::6:12,-0.009328726662910533,0.02690450869559399,-0.3467346967178869,0.728801964656207,32631
expiry_bin_6m_fe,source_league_strict,z_mean_rating_league_season,squad_role,rotation_bench,expiry_bin_6m::12:18,-0.0011096307675086685,0.021895402171207265,-0.05067871139484468,0.9595831116531699,32631
expiry_bin_6m_fe,source_league_strict,z_mean_rating_league_season,squad_role,rotation_bench,expiry_bin_6m::18:24,0.0029063890571237017,0.02431580848226336,0.11952672925696484,0.9048617914924868,32631
expiry_bin_6m_fe,source_league_strict,z_mean_rating_league_season,squad_role,rotation_bench,expiry_bin_6m::30:36,-0.004426350142314132,0.02401215225761483,-0.18433791751884424,0.8537541710801235,32631
expiry_bin_6m_fe,source_league_strict,z_mean_rating_league_season,squad_role,rotation_bench,expiry_bin_6m::36:48,-0.017438913836476947,0.02207453904506887,-0.7900012680161739,0.42955610127283017,32631
expiry_bin_6m_fe,source_league_strict,z_mean_rating_league_season,squad_role,rotation_bench,expiry_bin_6m::48+,-0.023246963294908447,0.029234180591863616,-0.7951980464052577,0.4265276002804942,32631
observed_renewal_status_fe,source_league_strict,z_mean_rating_league_season,squad_role,rotation_bench,signed_new_contractTRUE,-0.0612306008983736,0.021742661740588115,-2.8161501857001885,0.004875068837618349,32631
observed_renewal_status_fe,source_league_strict,z_mean_rating_league_season,squad_role,rotation_bench,post_observed_renewalTRUE,-0.041339972404578734,0.021463756471234257,-1.9260362211052198,0.054143798373580014,32631
bosman_fe,source_league_strict,z_weighted_rating_league_season,squad_role,rotation_bench,BosmanTRUE,0.042883981029243665,0.022133915779643944,1.9374782779594328,0.05273055393111439,32626
expiry_bin_6m_fe,source_league_strict,z_weighted_rating_league_season,squad_role,rotation_bench,expiry_bin_6m::0:6,0.04020835968550933,0.028570003849226755,1.4073627675271583,0.15936808479139422,32626
expiry_bin_6m_fe,source_league_strict,z_weighted_rating_league_season,squad_role,rotation_bench,expiry_bin_6m::6:12,6.267703370585095e-5,0.028773045208798118,0.002178324652501008,0.9982620172042728,32626
expiry_bin_6m_fe,source_league_strict,z_weighted_rating_league_season,squad_role,rotation_bench,expiry_bin_6m::12:18,0.00106123200698576,0.0234836433751266,0.04519026243218271,0.9639570562366172,32626
expiry_bin_6m_fe,source_league_strict,z_weighted_rating_league_season,squad_role,rotation_bench,expiry_bin_6m::18:24,0.01595551247024343,0.026217051171104802,0.6085929483873016,0.5428157343404885,32626
expiry_bin_6m_fe,source_league_strict,z_weighted_rating_league_season,squad_role,rotation_bench,expiry_bin_6m::30:36,-0.0035120050412575784,0.025944507691307142,-0.13536603134058683,0.8923267085897783,32626
expiry_bin_6m_fe,source_league_strict,z_weighted_rating_league_season,squad_role,rotation_bench,expiry_bin_6m::36:48,-0.017628164553566673,0.023930380735325735,-0.7366437144706266,0.46136586430775006,32626
expiry_bin_6m_fe,source_league_strict,z_weighted_rating_league_season,squad_role,rotation_bench,expiry_bin_6m::48+,-0.027726636519117175,0.03212159782826771,-0.8631773757754082,0.3880720799963556,32626
observed_renewal_status_fe,source_league_strict,z_weighted_rating_league_season,squad_role,rotation_bench,signed_new_contractTRUE,-0.07336182993887011,0.023138777372511153,-3.170514533150049,0.0015288232044174145,32626
observed_renewal_status_fe,source_league_strict,z_weighted_rating_league_season,squad_role,rotation_bench,post_observed_renewalTRUE,-0.04779021861195279,0.023262696912515396,-2.054371373692339,0.03998001116584265,32626
bosman_fe,source_league_strict,z_mean_rating_league_season,league_tier,top5,BosmanTRUE,-0.0073547481596586296,0.02296183161693287,-0.3203032006486354,0.7487630820500042,46794
expiry_bin_6m_fe,source_league_strict,z_mean_rating_league_season,league_tier,top5,expiry_bin_6m::0:6,-0.01985874454466993,0.028509887693989055,-0.6965563932704263,0.48613992985572907,46794
expiry_bin_6m_fe,source_league_strict,z_mean_rating_league_season,league_tier,top5,expiry_bin_6m::6:12,-0.027231566648305904,0.030507890631931878,-0.8926073249981851,0.37214639769157565,46794
expiry_bin_6m_fe,source_league_strict,z_mean_rating_league_season,league_tier,top5,expiry_bin_6m::12:18,-0.005545026357850019,0.021783323940171656,-0.25455372986599967,0.7990870288291017,46794
expiry_bin_6m_fe,source_league_strict,z_mean_rating_league_season,league_tier,top5,expiry_bin_6m::18:24,-0.028898774223440143,0.02497351397386293,-1.157176929673788,0.24730161664241365,46794
expiry_bin_6m_fe,source_league_strict,z_mean_rating_league_season,league_tier,top5,expiry_bin_6m::30:36,-0.014468467406757052,0.023002005268863254,-0.6290089597684922,0.5293959721403212,46794
expiry_bin_6m_fe,source_league_strict,z_mean_rating_league_season,league_tier,top5,expiry_bin_6m::36:48,-0.02019589809615297,0.0202544627290646,-0.9971085565835528,0.318800449092401,46794
expiry_bin_6m_fe,source_league_strict,z_mean_rating_league_season,league_tier,top5,expiry_bin_6m::48+,-0.040362458349901216,0.026204529181591742,-1.5402855769778603,0.12360699294452526,46794
observed_renewal_status_fe,source_league_strict,z_mean_rating_league_season,league_tier,top5,signed_new_contractTRUE,-0.0037932651890572947,0.02303016805396928,-0.1647085327457487,0.8691856304212805,46794
observed_renewal_status_fe,source_league_strict,z_mean_rating_league_season,league_tier,top5,post_observed_renewalTRUE,-0.016221842610249906,0.020114949033312967,-0.8064570575537839,0.4200498112544222,46794
bosman_fe,source_league_strict,z_weighted_rating_league_season,league_tier,top5,BosmanTRUE,-0.01017557667184431,0.02269297947480377,-0.448401968685617,0.6538988108311572,46792
expiry_bin_6m_fe,source_league_strict,z_weighted_rating_league_season,league_tier,top5,expiry_bin_6m::0:6,-0.021295523552125672,0.028225108929762002,-0.7544886223510932,0.45062114174757806,46792
expiry_bin_6m_fe,source_league_strict,z_weighted_rating_league_season,league_tier,top5,expiry_bin_6m::6:12,-0.024364335415016914,0.030231867538285623,-0.8059156578455476,0.4203618807278636,46792
expiry_bin_6m_fe,source_league_strict,z_weighted_rating_league_season,league_tier,top5,expiry_bin_6m::12:18,-0.004319612197460179,0.021522944805670543,-0.2006980102612219,0.8409497096591511,46792
expiry_bin_6m_fe,source_league_strict,z_weighted_rating_league_season,league_tier,top5,expiry_bin_6m::18:24,-0.01851363545062199,0.024679799985949324,-0.7501533829756382,0.4532271647593906,46792
expiry_bin_6m_fe,source_league_strict,z_weighted_rating_league_season,league_tier,top5,expiry_bin_6m::30:36,-0.008142791967362258,0.02275878254252751,-0.35778679954195597,0.7205306102241915,46792
expiry_bin_6m_fe,source_league_strict,z_weighted_rating_league_season,league_tier,top5,expiry_bin_6m::36:48,-0.01659457937361953,0.01992313981067407,-0.832929926272403,0.4049573258387559,46792
expiry_bin_6m_fe,source_league_strict,z_weighted_rating_league_season,league_tier,top5,expiry_bin_6m::48+,-0.02949052128191213,0.02552451531786221,-1.155380265390367,0.2480361477828552,46792
observed_renewal_status_fe,source_league_strict,z_weighted_rating_league_season,league_tier,top5,signed_new_contractTRUE,-0.006549618076337107,0.023092607601472744,-0.2836240146357227,0.7767201013935686,46792
observed_renewal_status_fe,source_league_strict,z_weighted_rating_league_season,league_tier,top5,post_observed_renewalTRUE,-0.016318834287110354,0.01987674308768597,-0.8210014193532638,0.41171735523017794,46792
bosman_fe,source_league_strict,z_mean_rating_league_season,league_tier,other,BosmanTRUE,0.020248228979597015,0.012386212679818698,1.6347393269444002,0.10215155393992376,98787
expiry_bin_6m_fe,source_league_strict,z_mean_rating_league_season,league_tier,other,expiry_bin_6m::0:6,0.046413399961459254,0.017453641832555995,2.6592387082726248,0.007850719347576552,98787
expiry_bin_6m_fe,source_league_strict,z_mean_rating_league_season,league_tier,other,expiry_bin_6m::6:12,0.037164140208729116,0.01730132081658139,2.1480521980212877,0.031746019548085265,98787
expiry_bin_6m_fe,source_league_strict,z_mean_rating_league_season,league_tier,other,expiry_bin_6m::12:18,0.029392460489947092,0.014722635105655496,1.9964130251829977,0.04593012894084955,98787
expiry_bin_6m_fe,source_league_strict,z_mean_rating_league_season,league_tier,other,expiry_bin_6m::18:24,0.028503554938991975,0.015519628410672092,1.8366132348498414,0.06631210812454141,98787
expiry_bin_6m_fe,source_league_strict,z_mean_rating_league_season,league_tier,other,expiry_bin_6m::30:36,-0.007864139887012591,0.014525997666904152,-0.541383804909328,0.5882614019199661,98787
expiry_bin_6m_fe,source_league_strict,z_mean_rating_league_season,league_tier,other,expiry_bin_6m::36:48,-0.04734634004740806,0.01721723579906302,-2.7499385267166225,0.005976932482763309,98787
expiry_bin_6m_fe,source_league_strict,z_mean_rating_league_season,league_tier,other,expiry_bin_6m::48+,-0.0910967991733976,0.02817397575188925,-3.2333668480313418,0.0012294408965464222,98787
observed_renewal_status_fe,source_league_strict,z_mean_rating_league_season,league_tier,other,signed_new_contractTRUE,-0.09299899426123523,0.01805777824836797,-5.150079538142536,2.6794303322035953e-7,98787
observed_renewal_status_fe,source_league_strict,z_mean_rating_league_season,league_tier,other,post_observed_renewalTRUE,-0.05762163234461172,0.015478448984071398,-3.7227006661913697,1.9874941094450663e-4,98787
bosman_fe,source_league_strict,z_weighted_rating_league_season,league_tier,other,BosmanTRUE,0.020628035000267272,0.012229645350155133,1.6867238917934448,0.09170387296525406,98784
expiry_bin_6m_fe,source_league_strict,z_weighted_rating_league_season,league_tier,other,expiry_bin_6m::0:6,0.043658247674109744,0.017190204402489598,2.5397166113851952,0.011117050249810932,98784
expiry_bin_6m_fe,source_league_strict,z_weighted_rating_league_season,league_tier,other,expiry_bin_6m::6:12,0.032617582693982225,0.01721604750334321,1.8946034325037828,0.058188775811571544,98784
expiry_bin_6m_fe,source_league_strict,z_weighted_rating_league_season,league_tier,other,expiry_bin_6m::12:18,0.02909399296141529,0.014511330821010629,2.0049155601421997,0.04501297530617603,98784
expiry_bin_6m_fe,source_league_strict,z_weighted_rating_league_season,league_tier,other,expiry_bin_6m::18:24,0.029388629088764398,0.01540518860759905,1.9077097877443459,0.0564722368713759,98784
expiry_bin_6m_fe,source_league_strict,z_weighted_rating_league_season,league_tier,other,expiry_bin_6m::30:36,-0.00595678354780957,0.014500037078585036,-0.410811607965271,0.6812240621688337,98784
expiry_bin_6m_fe,source_league_strict,z_weighted_rating_league_season,league_tier,other,expiry_bin_6m::36:48,-0.03844202356776132,0.017003981103977047,-2.2607660719388916,0.023806284558826874,98784
expiry_bin_6m_fe,source_league_strict,z_weighted_rating_league_season,league_tier,other,expiry_bin_6m::48+,-0.08349371977572628,0.028220925537430042,-2.9585748229620146,0.0031016595805637764,98784
observed_renewal_status_fe,source_league_strict,z_weighted_rating_league_season,league_tier,other,signed_new_contractTRUE,-0.09685413202175788,0.018077649055088685,-5.35767298759981,8.716135378584728e-8,98784
observed_renewal_status_fe,source_league_strict,z_weighted_rating_league_season,league_tier,other,post_observed_renewalTRUE,-0.05175234252068698,0.015270955711934698,-3.3889393366677774,7.057572634211984e-4,98784
bosman_fe,all_comps_strict,z_mean_rating_league_season,age_group,u23,BosmanTRUE,0.05775008145072718,0.032094257855062425,1.799389838254755,0.07204301425656719,38414
expiry_bin_6m_fe,all_comps_strict,z_mean_rating_league_season,age_group,u23,expiry_bin_6m::0:6,0.0834284055173709,0.03833692053732724,2.1761895412580086,0.029607654440756186,38414
expiry_bin_6m_fe,all_comps_strict,z_mean_rating_league_season,age_group,u23,expiry_bin_6m::6:12,0.0341798319032434,0.033661102155743895,1.0154103613452534,0.3099803423415813,38414
expiry_bin_6m_fe,all_comps_strict,z_mean_rating_league_season,age_group,u23,expiry_bin_6m::12:18,0.048492438919137154,0.02661203836016881,1.8221993468834587,0.06850991834058703,38414
expiry_bin_6m_fe,all_comps_strict,z_mean_rating_league_season,age_group,u23,expiry_bin_6m::18:24,0.05357904351656635,0.027111327538851183,1.976260418815209,0.04820357700334361,38414
expiry_bin_6m_fe,all_comps_strict,z_mean_rating_league_season,age_group,u23,expiry_bin_6m::30:36,-0.0022803164846272096,0.02228785353142977,-0.10231207242149024,0.9185148258399859,38414
expiry_bin_6m_fe,all_comps_strict,z_mean_rating_league_season,age_group,u23,expiry_bin_6m::36:48,-0.03996890833677075,0.024026909365384434,-1.6635060185624186,0.09630058566685178,38414
expiry_bin_6m_fe,all_comps_strict,z_mean_rating_league_season,age_group,u23,expiry_bin_6m::48+,-0.11790010160325537,0.030187363473937887,-3.9056110913774846,9.57591131434875e-5,38414
observed_renewal_status_fe,all_comps_strict,z_mean_rating_league_season,age_group,u23,signed_new_contractTRUE,-0.0974066807270121,0.027635925853307947,-3.5246396753287272,4.2948281905445216e-4,38414
observed_renewal_status_fe,all_comps_strict,z_mean_rating_league_season,age_group,u23,post_observed_renewalTRUE,-0.06998131432073301,0.02443452635447948,-2.8640340027668936,0.004207692883731903,38414
bosman_fe,all_comps_strict,z_weighted_rating_league_season,age_group,u23,BosmanTRUE,0.055428052430884785,0.03237950895142054,1.7118249851794947,0.08701738939689228,38411
expiry_bin_6m_fe,all_comps_strict,z_weighted_rating_league_season,age_group,u23,expiry_bin_6m::0:6,0.07897441702304661,0.03824223587847467,2.0651098244885517,0.03898598086500604,38411
expiry_bin_6m_fe,all_comps_strict,z_weighted_rating_league_season,age_group,u23,expiry_bin_6m::6:12,0.03204455908156347,0.03364751350945266,0.9523603897970391,0.34097990977910064,38411
expiry_bin_6m_fe,all_comps_strict,z_weighted_rating_league_season,age_group,u23,expiry_bin_6m::12:18,0.04919703413225489,0.02664899902044227,1.8461118969052523,0.06496022704375982,38411
expiry_bin_6m_fe,all_comps_strict,z_weighted_rating_league_season,age_group,u23,expiry_bin_6m::18:24,0.057850487264338446,0.027138426361854914,2.1316817155489765,0.03310238185196504,38411
expiry_bin_6m_fe,all_comps_strict,z_weighted_rating_league_season,age_group,u23,expiry_bin_6m::30:36,0.002232759646474581,0.022416111480204514,0.09960512769783077,0.9206635190390893,38411
expiry_bin_6m_fe,all_comps_strict,z_weighted_rating_league_season,age_group,u23,expiry_bin_6m::36:48,-0.03373325226762639,0.023991192438966302,-1.4060681791221479,0.15979252354765527,38411
expiry_bin_6m_fe,all_comps_strict,z_weighted_rating_league_season,age_group,u23,expiry_bin_6m::48+,-0.1136942689894639,0.030049578716064035,-3.7835561710781898,1.5718654011433113e-4,38411
observed_renewal_status_fe,all_comps_strict,z_weighted_rating_league_season,age_group,u23,signed_new_contractTRUE,-0.1085193601818726,0.027884260795919807,-3.8917782678948334,1.0136270016766555e-4,38411
observed_renewal_status_fe,all_comps_strict,z_weighted_rating_league_season,age_group,u23,post_observed_renewalTRUE,-0.06573250416128669,0.024306456160663733,-2.704322823812739,0.006877444975698539,38411
bosman_fe,all_comps_strict,z_mean_rating_league_season,age_group,23_28,BosmanTRUE,0.03047308851069916,0.01675796285333245,1.8184243978461467,0.06906291252983528,74706
expiry_bin_6m_fe,all_comps_strict,z_mean_rating_league_season,age_group,23_28,expiry_bin_6m::0:6,0.07570585729284653,0.021444720926895918,3.530279435714009,4.19100038618446e-4,74706
expiry_bin_6m_fe,all_comps_strict,z_mean_rating_league_season,age_group,23_28,expiry_bin_6m::6:12,0.08902944122635005,0.0212110944365524,4.197305400372385,2.7509876329345634e-5,74706
expiry_bin_6m_fe,all_comps_strict,z_mean_rating_league_season,age_group,23_28,expiry_bin_6m::12:18,0.05178080622281351,0.017074399393421966,3.032657549451633,0.0024373367737483055,74706
expiry_bin_6m_fe,all_comps_strict,z_mean_rating_league_season,age_group,23_28,expiry_bin_6m::18:24,0.048691248513437015,0.01846420312428477,2.6370620050965847,0.008390279983999986,74706
expiry_bin_6m_fe,all_comps_strict,z_mean_rating_league_season,age_group,23_28,expiry_bin_6m::30:36,0.0038760468315435816,0.017030484663553086,0.22759462858028365,0.819971295733016,74706
expiry_bin_6m_fe,all_comps_strict,z_mean_rating_league_season,age_group,23_28,expiry_bin_6m::36:48,-0.07657504196707614,0.018591824375656,-4.118748134655518,3.874816039600437e-5,74706
expiry_bin_6m_fe,all_comps_strict,z_mean_rating_league_season,age_group,23_28,expiry_bin_6m::48+,-0.13540229199130044,0.02817131930397995,-4.806388033526398,1.5847369766243316e-6,74706
observed_renewal_status_fe,all_comps_strict,z_mean_rating_league_season,age_group,23_28,signed_new_contractTRUE,-0.12170782958348073,0.021246440458276238,-5.728386824253718,1.077078826857554e-8,74706
observed_renewal_status_fe,all_comps_strict,z_mean_rating_league_season,age_group,23_28,post_observed_renewalTRUE,-0.10143660627390005,0.01798761441118103,-5.639247315132987,1.8079168838069287e-8,74706
bosman_fe,all_comps_strict,z_weighted_rating_league_season,age_group,23_28,BosmanTRUE,0.027273092192772394,0.016618059958070207,1.6411718492764131,0.10082865654829751,74705
expiry_bin_6m_fe,all_comps_strict,z_weighted_rating_league_season,age_group,23_28,expiry_bin_6m::0:6,0.06930372501500656,0.02115169836133952,3.276508762136943,0.001058619082060045,74705
expiry_bin_6m_fe,all_comps_strict,z_weighted_rating_league_season,age_group,23_28,expiry_bin_6m::6:12,0.082284597834593,0.021097755058573035,3.9001589318934107,9.747141431606704e-5,74705
expiry_bin_6m_fe,all_comps_strict,z_weighted_rating_league_season,age_group,23_28,expiry_bin_6m::12:18,0.05141604906664675,0.016854067355025194,3.0506611836528936,0.002296117581305105,74705
expiry_bin_6m_fe,all_comps_strict,z_weighted_rating_league_season,age_group,23_28,expiry_bin_6m::18:24,0.04709606713466853,0.018395213712291632,2.560234845393455,0.010491132604664007,74705
expiry_bin_6m_fe,all_comps_strict,z_weighted_rating_league_season,age_group,23_28,expiry_bin_6m::30:36,0.0051331957602613314,0.016955177551129554,0.3027509293124069,0.7620930800043846,74705
expiry_bin_6m_fe,all_comps_strict,z_weighted_rating_league_season,age_group,23_28,expiry_bin_6m::36:48,-0.06995631198887044,0.018321401551443208,-3.8182838683190075,1.3611407503578052e-4,74705
expiry_bin_6m_fe,all_comps_strict,z_weighted_rating_league_season,age_group,23_28,expiry_bin_6m::48+,-0.11685508796520111,0.027491646346510603,-4.250567117455773,2.1736363830505796e-5,74705
observed_renewal_status_fe,all_comps_strict,z_weighted_rating_league_season,age_group,23_28,signed_new_contractTRUE,-0.11387395332890334,0.02115713818733435,-5.382294728172339,7.711876500371113e-8,74705
observed_renewal_status_fe,all_comps_strict,z_weighted_rating_league_season,age_group,23_28,post_observed_renewalTRUE,-0.09322369094694247,0.017700129020875907,-5.26683680310988,1.4499005657870413e-7,74705
bosman_fe,all_comps_strict,z_mean_rating_league_season,age_group,29_plus,BosmanTRUE,0.036689783864715365,0.017351816290761674,2.114463595620792,0.03458491778870338,35464
expiry_bin_6m_fe,all_comps_strict,z_mean_rating_league_season,age_group,29_plus,expiry_bin_6m::0:6,0.0212139552758931,0.029618898320617593,0.7162303960889104,0.4739230966918112,35464
expiry_bin_6m_fe,all_comps_strict,z_mean_rating_league_season,age_group,29_plus,expiry_bin_6m::6:12,-0.01085586881418277,0.030734297881697112,-0.3532167500936358,0.7239588938387842,35464
expiry_bin_6m_fe,all_comps_strict,z_mean_rating_league_season,age_group,29_plus,expiry_bin_6m::12:18,-0.021209063074111086,0.02599110462721466,-0.8160123772463131,0.41457905241206405,35464
expiry_bin_6m_fe,all_comps_strict,z_mean_rating_league_season,age_group,29_plus,expiry_bin_6m::18:24,-0.026707182948832477,0.028321468498389776,-0.9430013472059515,0.3457810065443183,35464
expiry_bin_6m_fe,all_comps_strict,z_mean_rating_league_season,age_group,29_plus,expiry_bin_6m::30:36,-0.01886070757234074,0.028622148085044694,-0.658954999334785,0.5099917966350282,35464
expiry_bin_6m_fe,all_comps_strict,z_mean_rating_league_season,age_group,29_plus,expiry_bin_6m::36:48,-0.03367374555828587,0.0384737903730179,-0.8752385775304748,0.38153711300022675,35464
expiry_bin_6m_fe,all_comps_strict,z_mean_rating_league_season,age_group,29_plus,expiry_bin_6m::48+,0.0038806993913300305,0.0889381226535979,0.04363370032494204,0.965200242921248,35464
observed_renewal_status_fe,all_comps_strict,z_mean_rating_league_season,age_group,29_plus,signed_new_contractTRUE,-0.0030701186843287804,0.029119800374144446,-0.10543062263073574,0.9160434743591398,35464
observed_renewal_status_fe,all_comps_strict,z_mean_rating_league_season,age_group,29_plus,post_observed_renewalTRUE,-0.05177492874764406,0.024961311405532625,-2.0742070761622027,0.0381730573712315,35464
bosman_fe,all_comps_strict,z_weighted_rating_league_season,age_group,29_plus,BosmanTRUE,0.03965195494601961,0.017097225895561046,2.319204015214799,0.02047272631148445,35463
expiry_bin_6m_fe,all_comps_strict,z_weighted_rating_league_season,age_group,29_plus,expiry_bin_6m::0:6,0.02394928781867278,0.02905209805729168,0.8243565670005659,0.4098239772746777,35463
expiry_bin_6m_fe,all_comps_strict,z_weighted_rating_league_season,age_group,29_plus,expiry_bin_6m::6:12,-0.008774489453617184,0.030493647803903953,-0.2877481077384854,0.7735659451530459,35463
expiry_bin_6m_fe,all_comps_strict,z_weighted_rating_league_season,age_group,29_plus,expiry_bin_6m::12:18,-0.021884777919426043,0.025404653242086128,-0.8614476139816405,0.38908294885160155,35463
expiry_bin_6m_fe,all_comps_strict,z_weighted_rating_league_season,age_group,29_plus,expiry_bin_6m::18:24,-0.019445850748649206,0.028082164896210522,-0.6924626652011888,0.4887179659915023,35463
expiry_bin_6m_fe,all_comps_strict,z_weighted_rating_league_season,age_group,29_plus,expiry_bin_6m::30:36,-0.020041079858120352,0.028176055364495103,-0.7112805394105768,0.4769838122299678,35463
expiry_bin_6m_fe,all_comps_strict,z_weighted_rating_league_season,age_group,29_plus,expiry_bin_6m::36:48,-0.028467949710248193,0.036899437600567034,-0.7715009106212157,0.44049073922599646,35463
expiry_bin_6m_fe,all_comps_strict,z_weighted_rating_league_season,age_group,29_plus,expiry_bin_6m::48+,0.007773014794153309,0.08521296842397982,0.09121868346938024,0.9273269135234689,35463
observed_renewal_status_fe,all_comps_strict,z_weighted_rating_league_season,age_group,29_plus,signed_new_contractTRUE,-0.009948164054912117,0.02871856155767277,-0.34640189185430337,0.7290729501968769,35463
observed_renewal_status_fe,all_comps_strict,z_weighted_rating_league_season,age_group,29_plus,post_observed_renewalTRUE,-0.049072690803867315,0.024423014112284307,-2.0092806964061283,0.04462606791628515,35463
bosman_fe,all_comps_strict,z_mean_rating_league_season,position_group,keepers,BosmanTRUE,0.046755329910790365,0.04449575094999405,1.0507819041718323,0.29374335402332236,9960
expiry_bin_6m_fe,all_comps_strict,z_mean_rating_league_season,position_group,keepers,expiry_bin_6m::0:6,0.14013326827385203,0.06079885252704485,2.3048669908945607,0.021483454968841534,9960
expiry_bin_6m_fe,all_comps_strict,z_mean_rating_league_season,position_group,keepers,expiry_bin_6m::6:12,0.20819061051805599,0.06759784764495183,3.0798408199555083,0.0021571338554483704,9960
expiry_bin_6m_fe,all_comps_strict,z_mean_rating_league_season,position_group,keepers,expiry_bin_6m::12:18,0.06899089710868414,0.05352456292757101,1.2889576922289312,0.19786438297351155,9960
expiry_bin_6m_fe,all_comps_strict,z_mean_rating_league_season,position_group,keepers,expiry_bin_6m::18:24,0.12387404044532549,0.05933976664130864,2.087538382045003,0.03722243598235357,9960
expiry_bin_6m_fe,all_comps_strict,z_mean_rating_league_season,position_group,keepers,expiry_bin_6m::30:36,0.13032374635372543,0.05746392513684517,2.267922806236628,0.023656278693623776,9960
expiry_bin_6m_fe,all_comps_strict,z_mean_rating_league_season,position_group,keepers,expiry_bin_6m::36:48,0.0068476338975603825,0.05727048412621967,0.11956654465271732,0.9048629081015084,9960
expiry_bin_6m_fe,all_comps_strict,z_mean_rating_league_season,position_group,keepers,expiry_bin_6m::48+,-0.03415409673915034,0.07276676696226544,-0.46936394407713045,0.6389645318735924,9960
observed_renewal_status_fe,all_comps_strict,z_mean_rating_league_season,position_group,keepers,signed_new_contractTRUE,-0.0024908050697440005,0.07134007650952004,-0.03491452759251825,0.9721584529361331,9960
observed_renewal_status_fe,all_comps_strict,z_mean_rating_league_season,position_group,keepers,post_observed_renewalTRUE,-0.07882831088598398,0.05124891338922427,-1.5381459951609164,0.12449218101343876,9960
bosman_fe,all_comps_strict,z_weighted_rating_league_season,position_group,keepers,BosmanTRUE,0.05491967525128721,0.04349013072806502,1.262807775738565,0.20710423490827362,9959
expiry_bin_6m_fe,all_comps_strict,z_weighted_rating_league_season,position_group,keepers,expiry_bin_6m::0:6,0.1481180069103339,0.05935834547268976,2.4953189939986054,0.012827550201205039,9959
expiry_bin_6m_fe,all_comps_strict,z_weighted_rating_league_season,position_group,keepers,expiry_bin_6m::6:12,0.20945300481825285,0.06577676897055366,3.184300598772476,0.0015193021586850748,9959
expiry_bin_6m_fe,all_comps_strict,z_weighted_rating_league_season,position_group,keepers,expiry_bin_6m::12:18,0.06874854910137455,0.051858254905696274,1.3257011680472688,0.18539736121299094,9959
expiry_bin_6m_fe,all_comps_strict,z_weighted_rating_league_season,position_group,keepers,expiry_bin_6m::18:24,0.1267212111415839,0.0576244446482122,2.1990877641458613,0.028217833300658628,9959
