tm_player_id,player_name_tm,fotmob_player_id,fotmob_player_name,date_of_birth,fotmob_dob,dob_status,merge_safe,review_flag
1219851,Paulinho,857176,Paulinho,2005-05-17,2000-07-15,mismatch,FALSE,ambiguous_top_match
52979,Paulo Henrique,1200802,Paulo Henrique,1989-03-13,1996-07-25,mismatch,FALSE,dob_rejected
285684,Paulo Henrique,1200802,Paulo Henrique,1994-05-12,1996-07-25,mismatch,FALSE,dob_rejected
292365,Paulo Henrique,1200802,Paulo Henrique,1996-10-23,1996-07-25,verified,TRUE,dob_resolved
412594,Paulo Henrique,1200802,Paulo Henrique,1996-07-25,1996-07-25,verified,TRUE,auto_keep_candidate
67886,Paulo Victor,171914,Paulo Victor,1987-01-12,1987-01-12,verified,TRUE,auto_keep_candidate
659705,Paulo Victor,171914,Paulo Victor,2001-03-21,1987-01-12,mismatch,FALSE,ambiguous_top_match
419120,Paulo Vitor,844440,Paulo Vitor,1988-11-21,1999-06-24,mismatch,FALSE,ambiguous_top_match
524572,Paulo Vitor,844440,Paulo Vitor,1999-06-24,1999-06-24,verified,TRUE,ambiguous_top_match
979625,Paulo Vitor,844440,Paulo Vitor,2001-07-19,1999-06-24,mismatch,FALSE,ambiguous_top_match
24700,Pedrinho,387439,Pedrinho,1985-03-06,1992-12-20,mismatch,FALSE,ambiguous_top_match
197981,Pedrinho,387439,Pedrinho,1992-12-20,1992-12-20,verified,TRUE,ambiguous_top_match
354728,Pedrinho,387439,Pedrinho,1997-09-30,1992-12-20,mismatch,FALSE,ambiguous_top_match
515208,Pedrinho,844186,Pedrinho,1998-04-13,1998-04-13,verified,TRUE,ambiguous_top_match
538978,Pedrinho,844186,Pedrinho,1999-11-10,1998-04-13,mismatch,FALSE,ambiguous_top_match
858712,Pedrinho,844186,Pedrinho,2002-07-11,1998-04-13,mismatch,FALSE,ambiguous_top_match
984094,Pedrinho,844186,Pedrinho,2002-06-24,1998-04-13,mismatch,FALSE,ambiguous_top_match
992532,Pedrinho,844186,Pedrinho,2003-04-18,1998-04-13,mismatch,FALSE,ambiguous_top_match
1005645,Pedrinho,844186,Pedrinho,2004-01-01,1998-04-13,mismatch,FALSE,ambiguous_top_match
65278,Pedro,150250,Pedro,1987-07-28,1987-07-28,verified,TRUE,auto_keep_candidate
210057,Pedro,150250,Pedro,1987-09-01,1987-07-28,verified,TRUE,dob_resolved
432895,Pedro,750067,Pedro,1997-06-20,1997-06-20,verified,TRUE,auto_keep_candidate
1004741,Pedro,750067,Pedro,2006-02-05,1997-06-20,mismatch,FALSE,ambiguous_top_match
164015,Pedro Henrique,304856,Pedro Henrique,1992-12-18,1990-06-16,mismatch,FALSE,ambiguous_top_match
213368,Pedro Henrique,304856,Pedro Henrique,1990-06-16,1990-06-16,verified,TRUE,auto_keep_candidate
681693,Pedro Henrique,304856,Pedro Henrique,2001-01-31,1990-06-16,mismatch,FALSE,ambiguous_top_match
816135,Pedro Lima,1459257,Pedro Lima,2003-03-27,2003-03-27,verified,TRUE,ambiguous_top_match
1193867,Pedro Lima,1459257,Pedro Lima,2006-07-01,2003-03-27,mismatch,FALSE,ambiguous_top_match
72857,Pedro Mendes,863130,Pedro Mendes,1990-10-01,1999-08-01,mismatch,FALSE,ambiguous_top_match
498235,Pedro Mendes,863130,Pedro Mendes,1999-08-01,1999-08-01,verified,TRUE,ambiguous_top_match
25506,Pedro Pacheco,741434,Pedro Pacheco,1984-06-27,1997-01-27,mismatch,FALSE,needs_manual_team_check
290508,Pedro Pacheco,741434,Pedro Pacheco,1997-01-27,1997-01-27,verified,TRUE,auto_keep_candidate
131163,Pedro Santos,1356299,Pedro Santos,1988-04-22,2000-10-12,mismatch,FALSE,ambiguous_top_match
292722,Pedro Santos,1356299,Pedro Santos,1996-01-18,2000-10-12,mismatch,FALSE,ambiguous_top_match
657435,Pedro Santos,1356299,Pedro Santos,2000-10-12,2000-10-12,verified,TRUE,auto_keep_candidate
53275,Pierre,1320961,Pierre,1982-01-19,2002-03-12,mismatch,FALSE,needs_manual_team_check
802646,Pierre,1320961,Pierre,2002-03-12,2002-03-12,verified,TRUE,auto_keep_candidate
61892,Rafael,127892,Rafael,1990-07-09,1989-06-23,mismatch,FALSE,many_candidates
68097,Rafael,127892,Rafael,1989-06-23,1989-06-23,verified,TRUE,auto_keep_candidate
84467,Rafael,127892,Rafael,1982-03-03,1989-06-23,mismatch,FALSE,many_candidates
103916,Rafael,127892,Rafael,1990-05-20,1989-06-23,mismatch,FALSE,dob_mismatch
738409,Rafael,127892,Rafael,2002-05-09,1989-06-23,mismatch,FALSE,many_candidates
974506,Rafael,127892,Rafael,2003-01-22,1989-06-23,mismatch,FALSE,many_candidates
93243,Rafael Santos,171985,Rafael Santos,1989-03-14,1989-03-14,verified,TRUE,ambiguous_top_match
596204,Rafael Santos,171985,Rafael Santos,1997-02-14,1989-03-14,mismatch,FALSE,ambiguous_top_match
603137,Rafael Santos,171985,Rafael Santos,1998-02-02,1989-03-14,mismatch,FALSE,ambiguous_top_match
625617,Rafael Santos,171985,Rafael Santos,1998-02-05,1989-03-14,mismatch,FALSE,ambiguous_top_match
33947,Rafinha,1783967,Rafinha,1985-09-07,2006-04-17,mismatch,FALSE,ambiguous_top_match
52894,Rafinha,1783967,Rafinha,1983-08-04,2006-04-17,mismatch,FALSE,ambiguous_top_match
129473,Rafinha,1783967,Rafinha,1993-02-12,2006-04-17,mismatch,FALSE,ambiguous_top_match
143439,Rafinha,1783967,Rafinha,1987-06-30,2006-04-17,mismatch,FALSE,ambiguous_top_match
170385,Rafinha,1783967,Rafinha,1992-06-21,2006-04-17,mismatch,FALSE,ambiguous_top_match
184548,Rafinha,1783967,Rafinha,1993-04-01,2006-04-17,mismatch,FALSE,ambiguous_top_match
205022,Rafinha,1783967,Rafinha,1992-04-30,2006-04-17,mismatch,FALSE,ambiguous_top_match
217254,Rafinha,1783967,Rafinha,1993-08-05,2006-04-17,mismatch,FALSE,ambiguous_top_match
520750,Rafinha,1783967,Rafinha,1997-03-04,2006-04-17,mismatch,FALSE,ambiguous_top_match
1053934,Rafinha,1783967,Rafinha,2002-11-18,2006-04-17,mismatch,FALSE,ambiguous_top_match
107973,Ramon,646349,Ramon,1990-08-22,1995-05-03,mismatch,FALSE,ambiguous_top_match
312684,Ramon,646349,Ramon,1997-05-19,1995-05-03,mismatch,FALSE,ambiguous_top_match
351899,Ramon,646349,Ramon,1998-09-19,1995-05-03,mismatch,FALSE,ambiguous_top_match
371025,Ramon,646349,Ramon,1995-05-03,1995-05-03,verified,TRUE,ambiguous_top_match
329738,Reginaldo,540105,Reginaldo,1993-02-22,1993-02-22,verified,TRUE,dob_resolved
361597,Reginaldo,540105,Reginaldo,1992-07-08,1993-02-22,mismatch,FALSE,dob_rejected
225617,Reinaldo,306512,Reinaldo,1989-09-28,1989-09-28,verified,TRUE,auto_keep_candidate
646256,Reinaldo,306512,Reinaldo,2001-06-06,1989-09-28,mismatch,FALSE,ambiguous_top_match
901103,Reinaldo,306512,Reinaldo,1998-08-26,1989-09-28,mismatch,FALSE,many_candidates
19375,Ricardo Silva,500455,Ricardo Silva,1980-08-19,1992-08-13,mismatch,FALSE,ambiguous_top_match
206097,Ricardo Silva,500455,Ricardo Silva,1992-08-13,1992-08-13,verified,TRUE,ambiguous_top_match
461505,Ricardo Silva,500455,Ricardo Silva,1999-05-09,1992-08-13,mismatch,FALSE,ambiguous_top_match
530737,Richard,882625,Richard,1994-02-18,1994-02-18,verified,TRUE,ambiguous_top_match
