spec,r2
minutes,0.1513803801215493
goals_assists,0.33208679395423524
minutes_goals_assists,0.45817356837689904
plus_cards_home,0.4473942994312895
plus_team_day,0.533643759242523
team_day_only,0.14882563237962065
